Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Sum_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Sum_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Sum_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Sum_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
VT,-26.0,VT_1,-46.0,0.933333333333,1.0,0.4,0.9,0.0,0.0,0.166,0.0,0.779,0.884,0.227,0.735,0.992,1.0,0.594,0.979
VT,-26.0,VT_1,-43.0,0.933333333333,0.966666666667,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.828,0.343,0.541,0.992,0.999,0.717,0.877
VT,-26.0,VT_1,-40.0,0.833333333333,0.766666666667,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.653,0.577,0.283,0.541,0.944,0.901,0.657,0.877
VT,-26.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-23.0,VT_1,-67.0,0.933333333333,1.0,0.666666666667,0.8,0.0,0.0,0.0,0.0,0.779,0.884,0.472,0.614,0.992,1.0,0.827,0.923
VT,-23.0,VT_1,-64.0,1.0,1.0,0.8,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.693,1.0,1.0,0.923,0.962
VT,-23.0,VT_1,-61.0,1.0,1.0,0.866666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.693,1.0,1.0,0.962,0.962
VT,-23.0,VT_1,-58.0,1.0,1.0,0.7,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.735,1.0,1.0,0.853,0.979
VT,-23.0,VT_1,-55.0,1.0,1.0,0.7,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.614,1.0,1.0,0.853,0.923
VT,-23.0,VT_1,-52.0,1.0,1.0,0.6,0.833333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.653,1.0,1.0,0.773,0.944
VT,-23.0,VT_1,-49.0,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
VT,-23.0,VT_1,-46.0,0.933333333333,1.0,0.466666666667,0.866666666667,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.693,0.992,1.0,0.657,0.962
VT,-23.0,VT_1,-43.0,0.933333333333,0.966666666667,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.828,0.343,0.541,0.992,0.999,0.717,0.877
VT,-23.0,VT_1,-40.0,0.833333333333,0.766666666667,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.653,0.577,0.283,0.541,0.944,0.901,0.657,0.877
VT,-23.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-20.0,VT_1,-67.0,0.966666666667,1.0,0.6,0.8,0.0,0.0,0.001,0.0,0.828,0.884,0.406,0.614,0.999,1.0,0.773,0.923
VT,-20.0,VT_1,-64.0,1.0,1.0,0.766666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.653,1.0,1.0,0.901,0.944
VT,-20.0,VT_1,-61.0,1.0,1.0,0.733333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.653,1.0,1.0,0.877,0.944
VT,-20.0,VT_1,-58.0,1.0,1.0,0.833333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.693,1.0,1.0,0.944,0.962
VT,-20.0,VT_1,-55.0,1.0,1.0,0.8,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.828,1.0,1.0,0.923,0.999
VT,-20.0,VT_1,-52.0,1.0,1.0,0.533333333333,0.866666666667,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.693,1.0,1.0,0.717,0.962
VT,-20.0,VT_1,-49.0,1.0,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.653,1.0,1.0,0.687,0.944
VT,-20.0,VT_1,-46.0,0.933333333333,1.0,0.466666666667,0.866666666667,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.693,0.992,1.0,0.657,0.962
VT,-20.0,VT_1,-43.0,0.933333333333,0.966666666667,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.828,0.343,0.541,0.992,0.999,0.717,0.877
VT,-20.0,VT_1,-40.0,0.833333333333,0.766666666667,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.653,0.577,0.283,0.541,0.944,0.901,0.657,0.877
VT,-20.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-17.0,VT_1,-67.0,0.966666666667,1.0,0.633333333333,0.7,0.0,0.0,0.0,0.0,0.828,0.884,0.439,0.506,0.999,1.0,0.801,0.853
VT,-17.0,VT_1,-64.0,1.0,1.0,0.766666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.735,1.0,1.0,0.901,0.979
VT,-17.0,VT_1,-61.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
VT,-17.0,VT_1,-58.0,1.0,1.0,0.766666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.653,1.0,1.0,0.901,0.944
VT,-17.0,VT_1,-55.0,1.0,1.0,0.666666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.735,1.0,1.0,0.827,0.979
VT,-17.0,VT_1,-52.0,1.0,0.966666666667,0.566666666667,0.733333333333,0.0,0.0,0.002,0.0,0.884,0.828,0.374,0.541,1.0,0.999,0.745,0.877
VT,-17.0,VT_1,-49.0,1.0,1.0,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.614,1.0,1.0,0.717,0.923
VT,-17.0,VT_1,-46.0,0.933333333333,1.0,0.466666666667,0.866666666667,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.693,0.992,1.0,0.657,0.962
VT,-17.0,VT_1,-43.0,0.933333333333,0.966666666667,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.828,0.343,0.541,0.992,0.999,0.717,0.877
VT,-17.0,VT_1,-40.0,0.833333333333,0.766666666667,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.653,0.577,0.283,0.541,0.944,0.901,0.657,0.877
VT,-17.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
